agent_code,performance_level,new_policy_count_baseline,ANBP_value_baseline,net_income_baseline,overall_conversion_rate_baseline,unique_proposals_last_21_days_baseline,unique_customers_baseline,new_policy_count_target,ANBP_value_target,net_income_target,overall_conversion_rate_target,unique_proposals_last_21_days_target,unique_customers_target,intervention_start_date,first_checkpoint,second_checkpoint,final_evaluation,new_policy_count_first_checkpoint,ANBP_value_first_checkpoint,net_income_first_checkpoint,overall_conversion_rate_first_checkpoint,unique_proposals_last_21_days_first_checkpoint,unique_customers_first_checkpoint,new_policy_count_second_checkpoint,ANBP_value_second_checkpoint,net_income_second_checkpoint,overall_conversion_rate_second_checkpoint,unique_proposals_last_21_days_second_checkpoint,unique_customers_second_checkpoint,new_policy_count_final_evaluation,ANBP_value_final_evaluation,net_income_final_evaluation,overall_conversion_rate_final_evaluation,unique_proposals_last_21_days_final_evaluation,unique_customers_final_evaluation,improvement_status
012f0e15,Low,0.0,0.0,208631.66666666666,0.0,9.0,17.0,0.0,0.0,271221.1666666667,0.0,11.700000000000001,22.1,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
012f0e15,Medium,20.22222222222222,683588.7777777778,184632.22222222222,1.292889285425293,7.444444444444445,15.222222222222221,24.266666666666666,820306.5333333333,221558.66666666666,1.5514671425103514,8.933333333333334,18.266666666666666,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0177ed5f,High,27.0,1489824.0,320476.14285714284,1.239190664408056,14.285714285714286,15.571428571428571,29.700000000000003,1638806.4000000001,352523.7571428571,1.3631097308488616,15.714285714285717,17.12857142857143,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0177ed5f,Low,0.0,0.0,156243.0,0.0,0.0,22.0,0.0,0.0,203115.9,0.0,0.0,28.6,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0177ed5f,Medium,19.666666666666668,909730.3333333334,182784.5,1.4992560984337302,6.75,14.333333333333334,23.6,1091676.4,219341.4,1.7991073181204762,8.1,17.2,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01a4ff82,High,28.0,1529653.125,288664.25,1.2816431909020918,13.375,16.125,30.800000000000004,1682618.4375000002,317530.67500000005,1.409807509992301,14.7125,17.7375,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01a4ff82,Medium,15.833333333333334,675774.3333333334,135527.33333333334,1.4755799755799757,4.083333333333333,16.0,19.0,810929.2000000001,162632.80000000002,1.7706959706959708,4.8999999999999995,19.2,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01b0edf6,Medium,15.25,897813.75,203465.75,1.5661976911976911,2.5,12.75,18.3,1077376.5,244158.9,1.8794372294372292,3.0,15.299999999999999,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01c0860d,High,28.5,2427319.0,368644.0,1.094074074074074,18.5,18.5,31.35,2670050.9000000004,405508.4,1.2034814814814814,20.35,20.35,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01c0860d,Low,0.0,0.0,303942.0,0.0,9.0,12.0,0.0,0.0,395124.60000000003,0.0,11.700000000000001,15.600000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01c0860d,Medium,17.0,1058877.0,184158.83333333334,1.398444610944611,4.833333333333333,14.833333333333334,20.4,1270652.4,220990.6,1.678133533133533,5.8,17.8,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01c63d8e,High,27.90909090909091,1610701.6363636365,345882.36363636365,1.2394410272309635,14.272727272727273,15.727272727272727,30.700000000000003,1771771.8000000003,380470.60000000003,1.36338512995406,15.700000000000003,17.3,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01c63d8e,Low,0.0,0.0,339091.5,0.0,19.5,10.5,0.0,0.0,440818.95,0.0,25.35,13.65,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01c63d8e,Medium,17.142857142857142,798280.8571428572,184912.85714285713,1.459157509157509,4.0,18.285714285714285,20.57142857142857,957937.0285714285,221895.42857142855,1.750989010989011,4.8,21.94285714285714,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01cf7b40,High,28.0,1788382.3333333333,318721.3333333333,1.25286940187181,14.777777777777779,15.555555555555555,30.800000000000004,1967220.5666666667,350593.4666666667,1.3781563420589913,16.255555555555556,17.11111111111111,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01cf7b40,Low,0.0,0.0,206934.0,0.0,12.0,14.0,0.0,0.0,269014.2,0.0,15.600000000000001,18.2,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
01cf7b40,Medium,20.285714285714285,913452.0,233951.42857142858,1.4336647479504623,5.571428571428571,14.714285714285714,24.34285714285714,1096142.4,280741.71428571426,1.7203976975405546,6.685714285714285,17.657142857142855,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
026b60ee,High,27.4,1878142.6,354472.1,1.1768913533072571,15.7,15.4,30.14,2065956.8600000003,389919.31,1.294580488637983,17.27,16.94,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
026b60ee,Low,0.0,0.0,217334.0,0.0,11.666666666666666,18.333333333333332,0.0,0.0,282534.2,0.0,15.166666666666666,23.833333333333332,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
026b60ee,Medium,19.428571428571427,962323.1428571428,197047.0,1.5222176859947758,4.714285714285714,15.428571428571429,23.314285714285713,1154787.7714285713,236456.4,1.826661223193731,5.6571428571428575,18.514285714285712,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
026ffb43,High,28.333333333333332,1035983.3333333334,215349.55555555556,1.1521365385257452,15.555555555555555,13.555555555555555,31.166666666666668,1139581.6666666667,236884.51111111115,1.2673501923783197,17.11111111111111,14.911111111111111,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
026ffb43,Low,0.0,0.0,304076.0,0.0,14.0,18.0,0.0,0.0,395298.8,0.0,18.2,23.400000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
026ffb43,Medium,15.6,543335.6,96407.2,1.481637529137529,3.6,14.6,18.72,652002.72,115688.64,1.7779650349650347,4.32,17.52,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0279d0a7,High,28.5,1552225.875,304490.375,1.204633175801654,14.375,14.75,31.35,1707448.4625000001,334939.41250000003,1.3250964933818195,15.812500000000002,16.225,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0279d0a7,Low,0.0,0.0,452999.6666666667,0.0,18.333333333333332,19.333333333333332,0.0,0.0,588899.5666666668,0.0,23.833333333333332,25.133333333333333,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0279d0a7,Medium,21.11111111111111,751516.8888888889,158082.0,1.4462066112994905,6.333333333333333,18.11111111111111,25.333333333333332,901820.2666666666,189698.4,1.7354479335593884,7.6,21.73333333333333,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
03216cb4,High,28.0,1605604.5,345636.0,1.241818181818182,13.833333333333334,15.333333333333334,30.800000000000004,1766164.9500000002,380199.60000000003,1.3660000000000003,15.216666666666669,16.866666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
03216cb4,Low,0.0,0.0,265158.3333333333,0.0,5.666666666666667,19.0,0.0,0.0,344705.8333333333,0.0,7.366666666666667,24.7,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
03216cb4,Medium,15.181818181818182,722330.1818181818,131068.54545454546,1.400916819366017,4.636363636363637,14.909090909090908,18.21818181818182,866796.2181818181,157282.25454545455,1.6811001832392205,5.5636363636363635,17.89090909090909,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0330163d,High,31.0,1614937.0,435207.0,1.4551724137931035,15.0,13.0,34.1,1776430.7000000002,478727.7,1.600689655172414,16.5,14.3,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0330163d,Medium,18.5,543560.0,91846.5,1.4332750582750582,5.25,19.0,22.2,652272.0,110215.8,1.7199300699300697,6.3,22.8,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
041aede5,High,25.88888888888889,1578941.3333333333,282903.8888888889,1.1995474363946268,13.88888888888889,14.11111111111111,28.47777777777778,1736835.4666666668,311194.2777777778,1.3195021800340896,15.277777777777779,15.522222222222224,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
041aede5,Medium,18.727272727272727,799770.5454545454,162358.72727272726,1.36046756274029,6.363636363636363,15.636363636363637,22.472727272727273,959724.6545454544,194830.47272727272,1.632561075288348,7.636363636363636,18.763636363636362,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0439a5fc,High,26.545454545454547,1383289.3636363635,328283.36363636365,1.2586241444600577,14.545454545454545,16.454545454545453,29.200000000000003,1521618.3,361111.70000000007,1.3844865589060635,16.0,18.1,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0439a5fc,Low,0.0,0.0,134895.5,0.0,9.5,16.75,0.0,0.0,175364.15,0.0,12.35,21.775000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0439a5fc,Medium,15.4,808426.6,159600.8,1.2827380952380953,5.0,19.8,18.48,970111.9199999999,191520.96,1.5392857142857144,6.0,23.76,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
046d7894,High,27.8,1615420.9,322580.2,1.2488169404308835,14.5,16.7,30.580000000000002,1776962.99,354838.22000000003,1.373698634473972,15.950000000000001,18.37,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
046d7894,Low,0.0,0.0,58664.0,0.0,10.5,17.0,0.0,0.0,76263.2,0.0,13.65,22.1,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
046d7894,Medium,16.5,984115.5,186254.25,1.5440632284382285,3.625,17.0,19.8,1180938.5999999999,223505.1,1.8528758741258742,4.35,20.4,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
04cd94ce,High,28.428571428571427,1398968.7142857143,308778.85714285716,1.3104389581919726,14.428571428571429,15.0,31.271428571428572,1538865.585714286,339656.7428571429,1.44148285401117,15.871428571428574,16.5,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
04cd94ce,Low,0.0,0.0,71484.5,0.0,4.5,21.0,0.0,0.0,92929.85,0.0,5.8500000000000005,27.3,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
04cd94ce,Medium,18.545454545454547,825940.9090909091,133419.72727272726,1.5380312138685346,5.2727272727272725,14.272727272727273,22.254545454545454,991129.0909090908,160103.6727272727,1.8456374566422413,6.327272727272727,17.12727272727273,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
04f897f5,High,29.5,1726736.5,331971.0,1.3104619565217392,13.5,9.0,32.45,1899410.1500000001,365168.10000000003,1.4415081521739133,14.850000000000001,9.9,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
04f897f5,Low,0.0,0.0,120706.5,0.0,6.5,21.5,0.0,0.0,156918.45,0.0,8.450000000000001,27.95,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
04f897f5,Medium,17.5,640950.7142857143,123180.35714285714,1.4058291228404012,5.071428571428571,16.428571428571427,21.0,769140.8571428572,147816.42857142858,1.6869949474084813,6.085714285714285,19.71428571428571,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0522b331,High,28.714285714285715,1775855.5714285714,353510.85714285716,1.258565605934027,14.714285714285714,14.857142857142858,31.58571428571429,1953441.1285714286,388861.9428571429,1.3844221665274299,16.185714285714287,16.342857142857145,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0522b331,Low,0.0,0.0,74628.5,0.0,3.5,12.0,0.0,0.0,97017.05,0.0,4.55,15.600000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0522b331,Medium,18.454545454545453,729885.4545454546,135143.9090909091,1.405310366135725,5.545454545454546,12.454545454545455,22.145454545454545,875862.5454545455,162172.6909090909,1.6863724393628698,6.654545454545455,14.945454545454545,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
05339eaf,High,27.666666666666668,2133296.0,446931.3333333333,1.2381864623243934,12.333333333333334,15.333333333333334,30.433333333333337,2346625.6,491624.4666666667,1.362005108556833,13.566666666666668,16.866666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
05339eaf,Low,0.0,0.0,290906.0,0.0,0.0,22.0,0.0,0.0,378177.8,0.0,0.0,28.6,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
05339eaf,Medium,18.25,665023.5,139827.0,1.7807422969187674,5.5,14.5,21.9,798028.2,167792.4,2.136890756302521,6.6,17.4,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
057dd1b3,High,25.5,1159239.625,210616.625,1.207911459250132,15.0,15.375,28.05,1275163.5875000001,231678.2875,1.3287026051751454,16.5,16.9125,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
057dd1b3,Low,0.0,0.0,162535.33333333334,0.0,16.333333333333332,13.666666666666666,0.0,0.0,211295.93333333335,0.0,21.233333333333334,17.766666666666666,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
057dd1b3,Medium,15.11111111111111,1039847.0,206165.33333333334,1.434032634032634,3.4444444444444446,16.88888888888889,18.133333333333333,1247816.4,247398.4,1.7208391608391607,4.133333333333334,20.266666666666666,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0599fb2d,High,30.90909090909091,2191286.090909091,422223.2727272727,1.2272305124342742,16.181818181818183,14.636363636363637,34.00000000000001,2410414.7,464445.60000000003,1.3499535636777016,17.800000000000004,16.1,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0599fb2d,Low,0.0,0.0,334686.0,0.0,14.0,22.0,0.0,0.0,435091.8,0.0,18.2,28.6,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0599fb2d,Medium,15.25,722439.25,117570.0,1.3742549117549117,4.75,16.625,18.3,866927.1,141084.0,1.649105894105894,5.7,19.95,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
05cb3b30,High,26.375,1872549.875,414325.875,1.175982160861925,13.5,18.75,29.012500000000003,2059804.8625000003,455758.4625,1.2935803769481176,14.850000000000001,20.625,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
05cb3b30,Low,0.0,0.0,210218.75,0.0,15.75,16.5,0.0,0.0,273284.375,0.0,20.475,21.45,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
05cb3b30,Medium,18.8,772289.2,171300.6,1.3782559339525284,6.6,15.2,22.56,926747.0399999999,205560.72,1.653907120743034,7.919999999999999,18.24,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
068c4b6c,High,27.0,1415002.625,259782.875,1.1904809767474243,14.75,13.125,29.700000000000003,1556502.8875000002,285761.16250000003,1.3095290744221668,16.225,14.437500000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
068c4b6c,Low,0.0,0.0,399568.0,0.0,8.0,17.0,0.0,0.0,519438.4,0.0,10.4,22.1,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
068c4b6c,Medium,18.9,864475.6,143041.5,1.4690723131357806,6.6,14.2,22.679999999999996,1037370.72,171649.8,1.7628867757629367,7.919999999999999,17.04,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
06acbf85,High,27.571428571428573,2039555.7142857143,409290.85714285716,1.1987847648581798,15.714285714285714,19.571428571428573,30.328571428571433,2243511.285714286,450219.9428571429,1.3186632413439978,17.285714285714285,21.528571428571432,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
06acbf85,Low,0.0,0.0,468587.0,0.0,13.0,18.0,0.0,0.0,609163.1,0.0,16.900000000000002,23.400000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
06acbf85,Medium,17.9,835545.0,150419.6,1.3060499832984354,6.1,14.8,21.479999999999997,1002654.0,180503.52,1.5672599799581224,7.319999999999999,17.76,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
06dfa6a3,High,27.071428571428573,1486864.5714285714,308127.28571428574,1.2450584194844208,13.928571428571429,15.357142857142858,29.778571428571432,1635551.0285714287,338940.01428571437,1.369564261432863,15.321428571428573,16.892857142857146,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
06dfa6a3,Medium,17.5,830621.5,195424.5,1.2607313030107148,2.8333333333333335,15.333333333333334,21.0,996745.7999999999,234509.4,1.5128775636128577,3.4,18.4,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
071a8882,High,28.416666666666668,1488039.8333333333,290180.4166666667,1.2610874176553792,14.75,15.833333333333334,31.258333333333336,1636843.8166666667,319198.4583333334,1.3871961594209172,16.225,17.416666666666668,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
071a8882,Low,0.0,0.0,12645.0,0.0,8.0,12.0,0.0,0.0,16438.5,0.0,10.4,15.600000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
071a8882,Medium,12.857142857142858,687170.1428571428,136165.85714285713,1.4159800283749864,4.142857142857143,17.0,15.428571428571429,824604.1714285713,163399.02857142856,1.6991760340499835,4.9714285714285715,20.4,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
071c1880,High,27.25,1617568.125,364445.125,1.2010503364542335,14.75,14.5,29.975,1779324.9375000002,400889.6375,1.321155370099657,16.225,15.950000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
071c1880,Low,0.0,0.0,403757.5,0.0,16.5,15.5,0.0,0.0,524884.75,0.0,21.45,20.150000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
071c1880,Medium,16.6,1015732.4,184485.7,1.81812324929972,4.6,15.5,19.92,1218878.88,221382.84,2.1817478991596637,5.52,18.599999999999998,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
084c02de,High,29.625,1108864.375,225414.0,1.240129107393308,14.75,15.0,32.587500000000006,1219750.8125,247955.40000000002,1.364142018132639,16.225,16.5,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
084c02de,Medium,17.75,581545.0833333334,117270.41666666667,1.4553827096106506,5.5,15.666666666666666,21.3,697854.1,140724.5,1.7464592515327808,6.6,18.799999999999997,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0879757d,High,27.8,1418720.8,219108.6,1.25174464164234,14.6,12.4,30.580000000000002,1560592.8800000001,241019.46000000002,1.376919105806574,16.060000000000002,13.640000000000002,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0879757d,Low,0.0,0.0,241578.2,0.0,8.4,14.0,0.0,0.0,314051.66000000003,0.0,10.920000000000002,18.2,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
0879757d,Medium,18.2,910264.4,177980.6,1.3769119769119769,5.0,12.8,21.84,1092317.28,213576.72,1.6522943722943721,6.0,15.36,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
087ef587,High,27.555555555555557,1178316.7777777778,209348.88888888888,1.2521771723017592,14.444444444444445,15.333333333333334,30.311111111111114,1296148.4555555556,230283.77777777778,1.3773948895319352,15.888888888888891,16.866666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
087ef587,Medium,18.272727272727273,635802.7272727273,127347.81818181818,1.552467734285916,6.0,16.90909090909091,21.927272727272726,762963.2727272727,152817.3818181818,1.862961281143099,7.199999999999999,20.290909090909093,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
08a278cd,High,27.5,1455632.3333333333,313071.6666666667,1.2969614816651824,14.5,15.333333333333334,30.250000000000004,1601195.5666666667,344378.8333333334,1.4266576298317009,15.950000000000001,16.866666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
08a278cd,Low,0.0,0.0,327965.0,0.0,7.0,16.0,0.0,0.0,426354.5,0.0,9.1,20.8,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
08a278cd,Medium,15.8,849619.0,206559.0,1.789090909090909,3.4,20.0,18.96,1019542.7999999999,247870.8,2.146909090909091,4.08,24.0,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
08d93405,High,28.0,1758514.111111111,355149.8888888889,1.2494122034226904,15.222222222222221,17.77777777777778,30.800000000000004,1934365.5222222223,390664.8777777778,1.3743534237649595,16.744444444444444,19.555555555555557,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
08d93405,Low,0.0,0.0,84424.0,0.0,2.0,12.0,0.0,0.0,109751.2,0.0,2.6,15.600000000000001,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
08d93405,Medium,18.4,713300.1,134870.1,1.3778609380815263,6.3,14.4,22.08,855960.12,161844.12,1.6534331256978316,7.56,17.28,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
08dd9dac,High,27.833333333333332,1590888.5833333333,343725.1666666667,1.299664257264624,15.0,15.333333333333334,30.616666666666667,1749977.4416666667,378097.6833333334,1.4296306829910865,16.5,16.866666666666667,2025-05-09,2025-06-08,2025-07-08,2025-08-07,,,,,,,,,,,,,,,,,,,Pending
